	OS052	OS152	OS186	OS457	OS525	OS526	OS384	OS742	OS766	OS774	OS833	SJSA	U2OS	MG63	MG63.3	SaOS2	HuO9	HOS	c143B
SLC52A2	7.135832869	6.346875341	4.996009459	5.769948907	5.749740121	5.687433263	6.881949537	6.136121831	7.879200026	5.191621896	6.171910901	6.127253863	6.403446315	4.802589354	5.306284853	6.226393871	7.643800322	5.639005741	5.455242467
SLC5A3	3.97474241	5.669319406	7.04869729	7.233755541	5.47851511	5.619472374	0.809539493	5.834208838	4.500959716	5.695932677	7.017575375	3.964724985	5.044022517	5.473072341	5.465188027	4.692529714	5.329427901	4.40997135	4.798040983
SLC5A6	5.76618888	5.149798618	6.846460934	4.925028131	6.508804521	5.380635179	7.565636941	6.912048506	7.105923167	6.361774622	7.251842286	5.734369272	6.34954763	4.714896833	4.885147255	5.873002356	6.503814886	6.475549132	6.399878801
SLC66A1	4.559400847	5.385631736	4.218813403	4.937973181	6.700491631	4.64960006	5.459275546	4.182368264	3.989324043	3.597546004	2.681642198	4.132137594	3.792525415	4.387677471	4.22467243	4.781771611	5.236534867	3.976396952	3.496346781
SLC66A2	4.806776746	5.166346477	3.784503302	4.119215696	3.317732487	3.579883392	6.265357401	4.109189475	4.383563564	3.955925095	4.668773232	5.138935255	5.235379521	5.146954841	4.791884509	5.005271256	4.49245277	3.476287763	4.473333022
SLC66A3	3.783238484	3.937509093	3.278931941	3.02494414	3.24100728	3.57233494	1.429464279	2.213855798	3.022086168	2.336466113	2.738234681	3.631949329	2.881762819	3.277876646	3.739407447	2.34233659	2.606086529	1.492724136	1.392263733
SLC6A15	4.440561208	4.801862947	7.510045769	7.117505377	1.134315852	3.801388144	2.487998955	6.401068199	7.82538344	6.511062835	6.893809115	0.96330515	2.505744378	2.703134394	5.310097641	1.396203466	5.991754015	0	0
SLC6A6	3.236024105	8.156965244	5.023904417	6.91368789	5.336649579	6.729759905	7.00751599	5.052462681	4.312866873	6.041237444	6.311329381	7.231367552	6.359757344	5.013305225	4.78093629	6.3718939	4.247480306	6.016222741	6.07405602
SLC6A8	6.558157431	6.169937614	6.849461924	4.717139583	4.803621574	7.064116044	7.513849447	6.505320862	6.38190053	5.709799132	7.428609039	2.256256105	6.613253485	5.740303697	6.180956282	6.303436508	5.063865184	5.023330785	3.91195293
SLC6A9	6.495804598	5.107319342	3.963579786	5.299577086	2.563980906	5.773886095	6.682321719	5.90987213	5.807121523	4.235805133	3.167135542	3.044883936	4.655804394	4.398440167	4.648670949	2.110351651	6.182539271	3.760030016	2.440501838
SLC7A1	8.662221625	7.610367264	7.360857984	6.323412945	8.235226183	7.308595049	9.442511852	8.540268649	8.659164279	8.042504252	7.450580111	8.407115068	7.350742279	7.003399591	6.578774284	8.051423154	8.609192332	8.055823442	7.596902087
SLC7A11	3.666837264	6.023218161	3.649606162	6.162993539	3.762470925	6.662032633	3.299194817	5.750562245	7.29577142	5.420424052	3.207782146	5.027820996	4.316593352	4.032178339	4.599667909	4.034584181	5.380550251	3.727467479	3.285324384
SLC7A2	5.139694902	4.076650162	6.321573867	0.824355567	5.137576761	3.055462678	1.703966998	5.380067344	6.122948151	5.605773426	6.665173147	3.874183166	4.49614554	1.374934056	3.689541992	4.408074657	0.102653238	4.944066311	6.240024269
SLC7A5	8.279717763	8.209565787	8.964939473	8.245295938	7.127819739	9.160324946	11.55771458	8.909572691	11.03433503	9.443940547	9.882448384	9.930809025	8.98459793	9.231507367	8.546418113	7.279194765	7.036560829	8.971387159	7.655699948
SLC7A6	6.896497088	6.289434347	6.178399713	5.104999321	6.510439893	5.992978125	5.480711393	7.214808472	6.844602227	7.275419702	6.431177408	5.84794066	5.691055673	4.598376272	4.45104159	6.284309151	6.785828634	6.568104735	6.397130521
SLC7A6OS	4.974876283	5.041430842	4.823608554	4.813943111	4.480315931	4.882903585	4.85510279	4.932554113	4.71047559	5.658723674	4.824562452	5.530510297	4.930246803	4.503531488	4.243403771	4.708451937	3.504502456	5.770682386	5.626667032
SLC7A8	5.358039525	4.707022689	0.781464326	7.459842531	6.100279902	4.331455609	5.591826218	4.764625704	4.389822012	3.200426653	5.437155422	0.356836073	1.827087603	2.986018586	2.548835663	3.529289885	8.321716171	0.98745978	2.680411911
SLC8A1	3.732505248	4.84236983	5.646023654	3.552077766	4.815009687	3.750121994	2.626318079	6.256054696	6.523106925	6.079607375	4.842743129	3.150362644	0.158113758	2.89774655	1.281581273	5.073712049	4.898925452	3.29927662	3.308911061
SLC8B1	5.413931008	5.372293578	2.497924663	4.899274633	5.169866887	3.360781132	6.168670962	3.835972497	3.841911414	3.009792308	3.033320884	4.671191734	4.331609956	4.782188512	4.22467243	4.162907329	6.370006684	3.685702751	3.379918752
SLC9A1	6.524701086	5.811275407	4.980762662	5.7043993	6.443045193	6.050886236	7.647118441	5.233721532	5.664704167	5.578551234	4.757694647	5.761603567	4.614107736	5.273169968	5.297348963	6.548684287	5.410876369	4.71826235	5.064466177
SLC9A3.AS1	4.481825428	5.521242704	2.159168418	5.308834406	6.401597528	5.263180264	3.312918002	4.04041098	4.628166372	5.22360524	1.124796846	1.212089194	3.417266886	4.442440036	4.738181147	3.573428836	5.109778874	1.866198329	2.038069516
SLC9A3R1	4.879160161	6.905153803	5.897536806	4.929836148	5.588776162	6.849353324	8.936188615	3.197902834	3.776543869	5.32372986	5.08999951	8.166587709	6.352822606	8.21703198	6.455667007	7.254158599	4.823277273	6.802070686	5.965698942
SLC9A3R2	2.831952509	7.615123935	6.94794999	3.874852306	4.981251891	6.34627546	6.838728379	3.845490281	4.993357497	5.125446111	6.782166328	6.065355949	4.769223344	5.737480803	3.952803895	7.957739858	4.736806844	6.39490454	5.864985178
SLC9A5	2.715340072	4.323754767	3.228186958	3.620291138	4.060430151	3.083346877	4.102827418	4.332056558	2.18238115	4.56192876	1.330206614	2.275679927	2.723786026	1.403708615	1.596656718	3.65989956	1.482587441	1.895805877	2.680411911
SLC9A6	4.980762985	3.974427068	4.792344511	4.501554975	4.500205374	6.204053271	2.905278245	4.117069653	3.351985694	3.570166639	4.2551713	4.009884864	4.066305641	3.289487031	4.050245959	3.912745554	4.160913407	3.495753821	4.048989116
SLC9A7	0.681964085	2.727260276	3.612401959	5.444370051	5.273662691	4.840798457	5.116080786	3.474300961	2.708273719	3.400222177	3.051300885	1.726688204	4.466218241	2.856711365	4.028811075	5.089756955	3.727037733	5.01323559	4.75956692
SLC9A8	4.456702011	3.762547042	4.566843366	5.6098976	4.050187097	4.439958979	5.330270862	3.26327357	4.21051484	3.559067728	2.963826782	4.321598577	5.190324519	4.538008911	4.313457539	3.688277757	4.888187335	3.776039759	4.621968612
SLC9A9	3.035700798	2.897913097	2.254018931	1.673798485	3.363951468	3.424215907	1.024955328	3.049329268	3.085151064	1.671118808	0.78131107	0.701314695	0.946070868	4.151499378	0.905037537	2.407186151	4.678449513	0.381135419	0.906850122
SLC9B2	5.010417133	4.709077735	4.915822514	3.033903828	4.247998925	3.760787683	4.559464724	5.505440102	4.972659692	4.778363129	5.08018121	4.025267052	3.604753597	3.881781509	4.031892768	4.076595745	4.306024428	3.807535919	3.908526113
SLCO3A1	3.218195049	0.200286299	0	4.612174475	4.323299913	6.214274621	6.10699386	1.433714604	0.184110387	2.661065067	0	1.114785985	4.842110211	5.235651123	4.885147255	0	0.167243068	0.931379958	2.944113676
SLCO4A1	0.054603694	3.0846678	0	1.161724399	3.091697012	0.153577043	1.478996794	3.706163672	3.823535226	4.516750131	5.470944533	4.326263336	3.874563064	4.916790416	6.232762954	0	0	6.274692454	6.473040135
SLF1	1.723151476	3.825783644	4.038422323	3.947775104	5.449093719	3.859603651	0.129720196	4.991612222	3.593447419	3.780686517	5.272558121	2.168926448	3.024135584	2.861905049	3.239810801	2.640853345	3.915095805	2.44887581	3.723946372
SLF2	3.206185416	4.615766461	4.293581306	5.492936813	5.110105028	5.184659986	2.163825581	4.297799584	4.367797627	5.202361987	4.443942537	5.04206923	5.082012266	4.1620643	4.65067706	4.501278735	4.979822972	4.063766468	5.882994374
SLFN11	5.52445387	5.312725711	0.253020978	5.494884819	5.593633318	4.885951586	3.154266445	7.470314192	7.65137772	6.083485663	0	5.358252859	0.065339202	5.971704542	6.018011318	5.856127276	6.764132004	5.532297413	5.825100754
SLFN12	2.400999203	3.257503129	3.304816995	3.89072145	2.120801575	3.736678034	0.729940268	4.032099517	4.740169868	2.58650261	0.036563218	3.837620638	4.230195964	3.177307844	2.64857198	2.936188559	3.630116672	2.96407414	3.114409299
SLFN13	3.284423491	1.510541016	0.309903614	4.694716196	1.163118054	0.866875642	1.024955328	2.313235792	3.022086168	2.310227853	0.299840323	1.458614671	2.51746568	1.914234624	1.562967129	2.1222868	3.523130955	1.530964752	5.531296606
SLFN5	4.015457378	6.02266747	0.364628294	7.435707113	4.240135425	5.851713229	2.941066052	4.919095179	7.128553845	3.943175544	2.278025195	4.984212019	3.168655499	4.746128934	4.267135002	3.397993499	4.367448879	1.741290007	4.377437864
SLIRP	6.108909418	4.814643948	4.866902325	4.472851546	5.118707981	4.666005641	4.329018956	5.737841766	5.837201897	6.071819381	6.338581707	5.7973209	5.888450248	5.600491391	5.914955251	5.413696072	5.577585652	7.2934247	7.208322422
SLIT2	5.195938935	5.168837252	4.00579675	4.91923728	4.857482781	4.867566229	4.742993971	3.284421749	2.062137068	5.570283395	7.325029208	7.056884453	3.66659273	5.22762654	4.21656966	3.368233733	5.691080397	3.625123307	2.158362061
SLIT3	6.225052761	6.193859458	7.250461375	3.74556362	7.032504493	4.801307187	6.795394768	3.901314898	2.167887406	6.798608394	4.207862978	7.798582996	2.06131588	4.211726052	2.39458408	6.841816764	8.132861368	3.321264492	1.934048031
SLITRK5	1.927148285	3.209921343	1.082872482	4.607980776	0.198555371	0.216915134	1.823830944	5.375147154	5.137935281	2.908492275	3.366997631	0.175702551	0.033039469	4.36041413	2.335949823	5.363671608	4.774872114	5.120577909	3.686420534
SLK	2.982711585	6.355647448	6.00479446	6.482239982	6.04944077	5.619838575	1.024955328	6.7268382	6.055656832	5.738368977	6.365328768	4.144516355	4.356295425	5.206347154	6.323583525	4.399518136	6.269235605	4.465325336	6.089270437
SLMAP	4.961840363	5.672833396	5.739576042	5.302916569	5.288988678	5.528781237	2.511992806	4.093298803	5.731522719	5.790310417	5.941876351	4.666294294	4.839777956	4.38407199	5.101526579	3.978237909	5.447096281	5.079239754	6.338491565
SLTM	5.50701939	6.859627541	7.153913008	7.132077007	6.523919268	6.748301361	2.511992806	7.015799433	7.128085976	7.524330259	7.837293894	6.136136587	6.837294877	6.841284788	7.035523929	6.246980832	6.892360853	6.323168669	7.325861677
SLU7	4.966000947	6.033914842	5.21534493	5.831108048	5.321291891	5.155656349	2.413525973	5.937948466	6.051715148	5.441730695	5.675338986	5.352166578	4.958468423	6.059652017	6.000814307	5.447293883	5.902676861	5.388708226	6.141291816
SLX4	4.415571734	4.219009676	4.971977311	4.817579583	4.907987965	5.098994532	6.218735503	3.121616105	4.643961308	4.277030561	4.1815748	5.374108246	5.854196183	5.608238342	5.171660946	5.431792148	4.490876364	4.81441646	4.537967328
SLX4IP	2.76803212	0.035372022	3.48440174	3.459351334	4.289954355	4.241986098	1.823830944	0.191290353	0.53975005	3.303780308	1.692908701	2.771493493	3.448216056	2.144776217	2.925392737	2.856261026	3.735050055	3.231227856	3.181252596
SMAD1	4.620251455	5.045773734	4.760387923	3.410652985	4.051471463	4.229562385	4.029919512	5.688454452	4.880111656	4.97906923	4.494101556	3.601486257	4.058303625	3.745116101	3.415262837	4.902610775	4.365729707	3.890764206	4.705302135
SMAD2	5.99485985	5.595699798	5.368241191	5.734114541	5.616375612	4.814164798	3.597127765	5.53808975	5.714171104	4.446213339	5.312242871	5.896844368	5.895765969	5.190953105	5.53309732	5.384881149	6.816043713	5.01323559	5.847195883
SMAD3	6.658706242	7.533883797	7.184972278	6.952597539	7.712337017	6.858847204	6.869234707	7.583774083	7.735177066	7.141386189	7.304561673	7.007396687	7.24697626	8.299970592	7.451458338	6.317130739	7.991330409	6.723754811	7.292235456
SMAD4	5.531689927	4.972388578	5.10181007	5.059656418	5.91196213	4.326079518	3.353321298	5.208126863	5.136075035	3.737034499	4.888467788	4.735729782	4.33326886	3.899568346	4.256635951	4.570429443	6.015521453	3.702554004	4.476807993
SMAD5	5.215541939	6.748788339	6.354900533	6.193100846	6.438143709	5.650272293	2.849874843	6.967038059	5.96110602	6.069865795	6.043620709	5.336066846	5.059138192	5.721141093	5.735678828	5.010899702	5.530791766	4.787027323	5.707767038
SMAD6	5.89365633	5.330188297	6.57198963	5.716692834	6.624429641	4.701039106	3.443415203	6.222662895	6.618792252	4.372049754	5.309444165	5.353690557	4.65315035	5.752239751	5.54177097	4.668311967	6.773887275	5.214621752	2.652003765
SMAD7	4.640473616	4.829203469	5.255114745	3.96848482	5.716120299	2.998023437	5.264702776	5.01710374	4.563198391	4.97906923	2.930213877	4.70142973	4.334925858	4.233928659	3.287004703	3.620471105	6.390865207	2.653383964	2.509986187
SMAD9	2.007773887	2.638034947	5.190945944	1.825982228	5.631054059	2.853544649	1.784972396	4.811513932	5.380361281	3.608353899	4.1815748	2.622693028	1.769436582	3.135031642	1.882677129	3.031038543	5.806468903	1.143697549	2.65609648
SMAGP	3.72691217	4.129777731	2.976225502	4.288990453	3.252221023	3.634547241	7.303981656	0.812443905	2.698222855	2.608202276	3.808741263	5.588613422	4.780211474	2.429970072	5.046212646	2.473910707	3.513846772	4.121295527	5.150388351
SMAP1	4.171838541	4.428907731	4.379135033	4.726564988	4.941625698	5.382362893	3.88126301	3.721751603	4.844100925	4.372049754	4.033412106	4.592056598	5.0770704	4.549320687	4.068368601	5.749066274	5.288273752	4.420194971	4.389779178
SMAP2	6.914446344	7.251211469	6.142311106	5.24004254	6.126719539	6.716979981	7.079530482	5.898486797	6.241886251	6.241964338	5.604042132	6.557764398	5.097713433	7.714546366	8.170691109	6.4888662	5.525411953	5.872848579	6.780805289
SMARCA1	2.83455537	6.274015571	2.10662414	5.589076542	3.84773853	7.013730827	1.934495614	5.984997317	6.065464183	0.789274261	5.018683556	6.098910359	5.396388749	4.720625918	3.563177158	5.974016069	0.669000327	5.178941231	5.682407997
SMARCA2	7.031794007	5.836561116	6.538166862	6.498998466	5.607670951	6.121118742	3.312918002	4.597256593	7.250062335	6.247160212	5.953276562	5.640102239	5.447064956	6.698356931	6.199575072	6.867970037	7.50250904	4.597329954	6.17626574
SMARCA4	9.035039602	7.37825395	8.69949182	7.463577482	7.318717724	7.550998179	9.68604982	8.000395973	8.411784348	8.61922721	8.030101698	8.015202579	7.417557066	8.540725168	8.14245622	8.480612479	7.158244392	8.423872187	7.972483195
SMARCA5	5.986106974	7.02849732	7.180689444	6.081511209	7.276504436	7.38620222	3.405490301	9.718921839	7.513452171	7.852452994	7.814280687	6.161591458	5.852461943	5.666536093	6.346660649	7.088755332	6.791922486	6.710278644	7.468828668
SMARCAD1	4.072800695	4.816551369	5.538563053	4.730428209	5.307382547	5.387533655	0.358671344	6.664350155	5.858793747	5.585405088	5.821318072	3.334509292	4.559878689	3.397151193	3.906543846	4.015512347	4.93415269	4.083198832	5.422580806
SMARCAL1	5.249584784	4.231454398	4.383558453	4.284492817	4.127731406	4.628645257	5.088421596	5.206281179	4.24889222	3.142119717	4.110466931	5.324456035	4.883458652	5.437857333	5.514490825	4.560594763	4.079346633	5.111142925	4.997498735
SMARCB1	6.196502321	5.852142552	7.232182968	6.739244687	6.610990523	6.543501803	8.971226946	6.634464983	6.253086419	6.203278491	7.007825383	7.830673942	7.655112491	7.277345684	7.402594869	7.007229392	7.15177454	7.573136427	6.705793293
SMARCC1	7.692747475	6.373465225	8.501320871	6.564460225	7.615472476	6.713552794	6.46446605	7.491686944	8.545157605	8.748968557	8.015865341	7.144232727	7.847463904	7.193829587	7.36551679	8.290332647	7.039798792	7.959656994	8.038146735
SMARCC2	7.494182626	7.989888314	7.808864688	7.405131359	7.920569479	6.981464906	7.985390185	7.258212507	7.086307639	7.23545534	7.306434403	7.779717209	7.976073032	8.185014258	7.386734835	7.753477061	7.160229293	7.098715293	6.676626818
SMARCD1	6.659807428	5.436131139	7.014167911	6.700661739	6.910587244	6.40077959	7.648472049	6.699545109	6.04974026	6.271163224	7.008975867	6.690622713	6.932573347	7.074470274	6.455667007	6.789213637	6.615087025	7.133305866	7.400030817
SMARCD2	6.962834173	6.928712579	6.934823576	6.057108414	5.380743981	6.498607694	8.93812693	6.128345313	7.288253103	5.640411328	7.221396055	7.115775084	6.235748665	8.031143379	7.331843163	7.735377915	5.270007846	6.069157717	6.197131145
SMARCD3	3.358636046	5.433233393	5.212239818	4.073890077	4.593974574	5.083147113	5.340356645	5.436262984	4.705466575	4.989441334	3.02424615	4.343239557	3.763288878	4.255794748	4.166973448	5.354846821	3.963638622	2.935848464	2.290608157
SMARCE1	4.661149585	4.611378202	5.528112654	5.86388582	4.785983317	4.673786327	4.021586428	5.106898375	5.082989758	4.761516666	5.29159182	4.907429385	4.760618784	5.832475143	5.713778279	4.678452145	4.573629415	4.44544148	4.999110682
SMC1A	9.471123899	7.790744638	8.345663867	8.472888997	9.624580131	7.952309811	7.316808516	9.033150818	8.095660671	7.885871842	8.411967074	8.148702822	8.295525722	7.357669947	7.460349461	8.717309681	8.998997551	7.882730514	7.374177039
SMC2	4.638240656	6.114165295	6.008379155	6.850051731	5.616375612	6.113337372	1.024955328	5.702925477	5.196230977	6.273711447	6.393352131	4.298045822	5.542654023	5.615175208	5.97702851	5.364927897	6.798946518	5.694812244	6.441376405
SMC3	3.451431992	6.416441358	6.775025774	6.571092178	7.081106348	6.567999857	2.413525973	7.42381773	6.398290179	7.064002936	7.26273433	5.280264135	6.058051268	5.587225345	6.373631704	5.933947408	6.679474052	5.656408027	7.425429427
SMC4	6.198271795	7.991296263	7.632522153	7.930421496	6.876933824	8.978955812	2.711672826	7.485232192	7.294104066	8.405048218	8.005815637	6.084756449	6.38196758	7.287513598	7.97863633	7.193581393	8.066015962	6.499853275	8.151473809
SMC5	3.662448937	5.523969123	6.379745851	6.566159675	5.742601535	5.641642257	1.478996794	5.185821268	6.908657283	6.298114971	5.08999951	3.583414477	4.242607575	3.250416763	3.780295501	4.907791767	5.130175276	4.944066311	5.643771194
SMC6	3.757409186	5.434061914	6.234571967	5.619750264	5.763520397	6.172198547	1.3781705	6.311190935	4.92820303	6.310577344	5.416495454	4.204865381	3.853909105	4.590576039	5.836936522	4.384730703	6.279772359	4.845094573	6.029399035
SMCHD1	4.391910022	5.638021553	6.343025497	6.09484449	6.149388329	6.209902907	1.429464279	7.109627894	6.483421182	5.431116707	6.092736885	4.53005675	6.181064929	4.473309105	4.883442244	4.489808295	6.585480471	5.056480198	6.526553171
SMCO4	3.399641019	3.575465361	3.028002635	2.015215691	3.514967118	2.993508842	3.872022579	3.923952345	2.667643179	3.393989465	4.2551713	1.80006438	3.973617474	1.473230068	2.037885357	4.534036396	3.507623957	3.589329021	3.123305638
SMCR8	8.005920265	6.101444125	5.837943782	6.807972686	6.537044661	5.659919773	6.833977311	5.35029131	5.910856659	5.519655932	5.607843783	6.178458564	6.424998967	5.280945856	5.130565846	5.813515418	5.896141236	7.351338411	7.001121055
SMDT1	3.903395492	3.859479103	3.77106087	3.537031349	3.908536809	3.567786839	4.836220875	4.591611785	3.846469121	2.934491882	4.150634838	4.189586532	4.582373636	4.444172423	3.906543846	4.537383052	4.93415269	4.146145667	3.009552741
SMG1	6.476144179	7.169492825	7.807013444	7.367882895	7.342390078	7.81305412	2.811720761	8.015230582	7.152676329	6.561292357	7.686369134	5.790022713	6.734648764	6.360030056	6.590317374	6.2343203	7.327433184	5.641192541	6.889743863
SMG1P3	1.872470303	1.516811521	2.585003967	1.646018414	1.677384441	1.993792259	0.729940268	2.827154926	1.878510245	1.934249984	2.484008064	1.492212312	1.646725971	1.95368757	1.57991026	1.444537191	2.159008711	1.041441011	1.550139968
SMG1P7	2.156649457	1.91837029	2.772069766	3.614330102	3.874109278	2.441100087	1.3781705	3.332594304	3.593447419	4.594907851	2.19149717	2.126765459	1.351676867	1.788957394	0.905037537	1.114881101	2.755361035	1.866198329	1.954131963
SMG5	8.632475019	7.923738299	7.437445921	8.036258419	7.991792069	7.442872159	9.174695252	7.520195488	7.651703271	8.718585075	8.317856816	7.745443651	7.407355986	7.853512688	7.397526657	7.881994966	8.591557242	7.949104596	7.324576569
SMG6	5.995441491	5.961058287	6.247673346	5.70580158	6.384373455	4.989333764	7.848991122	5.808890534	4.862218644	5.597660566	4.359874154	6.514819151	6.117021847	5.843675332	5.820991554	6.020594499	4.87857478	6.388410168	6.574642848
SMG7	7.299739873	7.066395433	7.764083797	6.923122358	7.522325255	7.336045515	7.458591063	7.052731495	7.726858318	6.733458153	7.558825968	7.058987907	7.295224424	7.064649836	7.234887205	7.065183416	6.490071763	7.216319061	7.322646757
SMG8	5.876076715	4.763485544	4.838990125	4.58682745	4.793678635	4.923221334	5.663203018	5.092981445	5.307852021	4.656085143	5.371585353	5.711967887	5.585740296	4.599931271	4.964704932	5.031615189	4.517443782	5.151589532	5.112169094
SMG9	5.331104675	5.304141111	5.700665789	5.144830914	6.069231248	5.601784504	9.30379112	5.56426421	4.749933678	5.87105965	5.83695042	6.337482025	6.354865698	6.6826665	6.20709215	6.399435015	5.711528257	6.688239984	5.621443662
SMIM10	3.554493551	3.652947903	5.19724154	4.162343696	3.895722568	5.071414028	3.468155694	3.864339521	4.934638472	4.653478515	1.573569944	3.277842646	2.718718024	2.872236659	4.699944108	2.764046321	3.241268028	3.276948443	4.007947034
SMIM10L1	4.520326381	3.942175836	4.518389657	5.080129133	5.361715363	4.74668865	4.570931623	4.774624343	5.019828214	5.003838133	6.173450893	4.86638197	5.769733264	4.340088395	4.874886834	4.999620766	5.125103145	4.455417664	5.052872016
SMIM12	6.777600418	5.634421632	4.985862852	5.445041914	5.070743992	5.622399384	6.989470511	5.042152649	4.834956022	5.714808617	5.08999951	6.043804094	5.75619348	5.322038015	5.799453708	5.456751278	5.325895518	5.715714297	5.371847547
SMIM13	2.930137521	4.014860947	4.643535172	4.035148369	3.361882418	4.253359951	2.101936469	5.428367813	4.450957125	5.73590698	4.973431006	3.936527841	4.105663198	4.125823366	4.355881777	4.384730703	4.663133839	3.941332226	3.982097481
SMIM14	4.693770256	4.529242469	3.07798573	5.55338125	4.310483223	4.960709348	3.504488668	2.285533124	2.698222855	3.171567727	1.072932855	3.306454173	2.529092517	3.587881506	3.475354886	4.415368643	4.280703184	2.210512669	1.075242558
SMIM15	3.84133578	5.735672546	4.77897528	5.302916569	4.429852458	5.1900955	1.861670242	5.72500813	5.946320284	5.952837815	5.52983957	4.620187005	4.954162407	4.520052104	4.758787406	3.999424266	5.61714051	4.455417664	5.725889719
SMIM19	4.477668456	3.416868335	3.841884403	4.383847991	5.005311019	3.167917043	3.455838482	2.798039732	3.498181722	2.722045182	2.223565566	3.966718135	2.826297529	4.394861515	4.476146454	3.895462534	3.571662107	2.345381276	2.896473569
SMIM20	3.640304818	3.690875944	3.225725432	2.914790615	3.370140874	3.425892241	2.163825581	3.205314252	4.029961449	3.235706987	3.274357053	3.976642786	3.943522964	3.99956204	3.949548349	4.437031914	3.655667845	3.941332226	4.604072902
SMIM26	2.164946241	1.491564301	1.804094349	1.910138513	2.463358268	2.823336646	1.823830944	2.727728279	1.320356489	1.065094772	2.223565566	2.906371386	2.487981911	2.387384285	2.460108477	2.036589816	2.14303893	2.801518147	2.482592712
SMIM27	1.6243272	1.392745573	1.544484904	1.200438424	0.89202757	1.39776891	1.429464279	1.531298952	1.824089845	1.12653214	1.124796846	1.649379159	2.19869731	1.69895593	1.342420518	1.782053246	1.945430102	2.138035368	1.777546145
SMIM29	3.89094522	3.945666012	4.137340929	5.269548054	4.005824066	3.560174662	8.658036547	1.828680556	4.778834786	2.081138195	2.781962741	4.539461339	3.936991648	4.712023736	4.951746267	3.564708419	4.089798264	3.607337171	4.295850572
SMIM3	4.394558347	7.055803183	1.322879519	6.840891414	2.678135506	5.991846849	6.028075278	3.277406745	2.18238115	2.424715014	1.78174555	3.726733417	4.01348113	7.242178924	6.380900772	3.6802265	1.990750302	3.927064175	4.15545922
SMIM30	4.566464151	4.079830061	3.930708271	4.763662637	4.4907684	4.373758003	0.556215974	4.794416105	4.498065875	4.310507453	4.763159616	4.149789196	3.967221288	4.891617983	4.551091301	4.288708178	4.036766069	3.385286202	4.341039209
SMIM4	4.392793337	3.829566684	3.379797021	3.810613442	2.826550725	3.344919925	4.615908969	2.911132786	3.762142721	4.362505389	2.670052347	3.656852899	4.201419082	3.919631211	3.765560848	4.073525386	2.812009211	4.579195666	3.321850038
SMIM7	5.351239208	4.550027872	3.864212705	5.537403724	4.511448858	4.845816258	5.162296688	4.96566217	4.111746707	4.182559422	3.754899059	5.136281333	4.412303494	5.412419728	4.864552918	4.663215026	4.520537439	4.929825407	4.907665247
SMIM8	1.606162569	1.65966514	2.546072748	1.569211664	2.501449002	2.407557308	0.358671344	2.883679744	2.738012887	3.525249294	2.402308713	1.754643422	1.978932717	1.924199469	2.285199157	2.180524935	2.465480846	2.138035368	2.357482198
SMN1	3.329407511	4.837368232	3.647768563	3.103645996	2.749510513	2.880690432	1.212345736	4.875627497	3.727970231	4.707252459	4.299097602	3.852788181	3.395200523	3.042002049	3.027731648	3.206665249	2.515956352	3.702554004	4.565427071
SMN2	2.572962518	0.052738042	0.045373048	2.514939197	0.021131263	2.427776413	1.090160949	0.191290353	3.279684669	0.064210732	3.278179172	2.935158231	1.918330997	1.330666656	0	2.831029434	2.33097926	3.29927662	4.310205821
SMNDC1	4.866498046	4.877512986	5.177635088	4.918753658	5.594955163	5.15363444	4.632420424	5.53808975	5.417592586	5.437191401	5.280201761	5.187599515	5.187575948	5.230640992	5.661014114	5.10562538	4.439499766	6.006077509	6.049763129
SMO	6.873425462	5.075282373	6.427385457	3.152180747	7.125077486	4.036797379	6.932828406	5.802796307	6.195302263	4.787902087	6.192816494	4.615113015	5.456228991	5.423000086	5.130565846	6.489154263	5.502907944	5.148518196	4.426182059
SMOC1	0.429925414	3.719701245	0	7.851217654	1.064786525	3.752795818	3.154266445	0.306037576	0.125312706	5.335160805	3.356189788	0.119479523	5.914171728	5.194045084	4.630489302	0	0.452839769	1.413060754	4.301087204
SMOX	3.2901238	4.682828317	4.313422941	7.330374638	6.177305964	6.581599374	5.904363953	4.023739894	4.83266071	3.717201408	2.738234681	4.121442027	4.417004527	3.767428604	5.367332723	3.694286849	4.688111871	3.184010779	3.967350952
SMPD1	5.658664575	6.253275711	3.857868374	5.990785111	6.444756785	5.682182798	9.058838854	4.345534784	7.073242903	3.955925095	3.308396976	6.804212643	4.427914396	5.521464853	6.055592609	6.641279562	6.9024753	3.364259731	3.752897615
SMPD2	2.253194058	2.933503214	2.561771526	1.90233183	1.899040565	2.868414722	3.725805876	2.042384659	3.245583263	3.081356677	2.43691407	3.631949329	3.255206872	4.271491746	3.926551483	3.380708324	2.623456052	3.426441543	3.301091604
SMPD4	7.22693952	6.894357805	6.495636082	6.596714719	6.490218516	6.050886236	8.82864725	6.781782787	6.894972176	7.176306941	7.411962688	7.490551513	7.521436755	7.227164476	7.210615012	6.923805687	5.762721788	8.112876166	7.049956894
SMPDL3A	1.965651563	1.478773049	1.936430105	1.718941961	2.040288375	1.989264383	1.269764682	2.058842897	3.486548898	2.968444839	0.94413327	1.535825655	1.798550045	2.478115023	1.896268298	1.639845151	1.507748445	1.371516354	2.258665662
SMS	5.945145323	7.010974063	6.154980376	6.348587064	4.524456459	8.217763924	6.927263001	6.941193053	6.435067471	7.33763285	7.412397499	8.391434776	7.202968273	7.945213067	9.463352107	6.385575448	4.704526829	7.916524935	6.96177704
